news_no,user_no,news_spred_no,source,fake_news,followers_no
98,4991,1,Bf,1,12
106,4991,1,Bf,1,2
100,4992,1,Bf,1,127
87,4993,1,Bf,0,2
180,4994,1,Bf,1,21
6,4995,1,Bf,0,1
80,4996,1,Bf,0,4
10,4997,1,Bf,0,1
39,4997,1,Bf,0,29
93,4998,1,Bf,1,184
6,4999,1,Bf,0,1
168,5000,2,Bf,1,17
169,5000,1,Bf,1,245
181,5000,1,Bf,1,155
122,5001,1,Bf,1,7
160,5001,1,Bf,1,31
72,5002,8,Bf,0,60
93,5003,1,Bf,1,1
6,5004,1,Bf,0,13
153,5005,1,Bf,1,5
127,5006,1,Bf,1,21
93,5007,1,Bf,1,18
140,5007,1,Bf,1,8
87,5008,1,Bf,0,1
95,5009,1,Bf,1,5
153,5010,1,Bf,1,1
32,5011,1,Bf,0,35
45,5012,1,Bf,0,5
126,5013,1,Bf,1,137
21,5014,1,Bf,0,5
140,5015,1,Bf,1,45
32,5016,1,Bf,0,4
180,5017,2,Bf,1,69
95,5018,2,Bf,1,4
142,5018,1,Bf,1,2
64,5019,1,Bf,0,8
13,5020,1,Bf,0,71
23,5020,1,Bf,0,3
44,5020,1,Bf,0,2
45,5020,1,Bf,0,2
57,5020,1,Bf,0,142
64,5020,1,Bf,0,2
66,5020,1,Bf,0,23
73,5020,1,Bf,0,26
72,5021,1,Bf,0,51
45,5022,1,Bf,0,15
46,5023,1,Bf,0,2
126,5024,1,Bf,1,16
93,5025,1,Bf,1,46
32,5026,1,Bf,0,2
32,5027,1,Bf,0,21
45,5028,1,Bf,0,5
87,5028,1,Bf,0,8
6,5029,1,Bf,0,7
91,5030,1,Bf,0,1
169,5031,1,Bf,1,20
18,5032,1,Bf,0,11
107,5033,1,Bf,1,4
181,5033,2,Bf,1,13
125,5034,1,Bf,1,11
32,5035,1,Bf,0,85
153,5036,1,Bf,1,6
140,5037,1,Bf,1,3
180,5038,1,Bf,1,92
154,5039,1,Bf,1,2
32,5040,1,Bf,0,29
140,5041,1,Bf,1,9
46,5042,1,Bf,0,166
10,5043,1,Bf,0,15
115,5044,2,Bf,1,52
78,5045,1,Bf,0,14
83,5045,1,Bf,0,12
87,5046,1,Bf,0,14
18,5047,1,Bf,0,138
138,5048,1,Bf,1,3
23,5049,1,Bf,0,2
45,5049,1,Bf,0,24
64,5049,1,Bf,0,1
180,5050,1,Bf,1,14
3,5051,1,Bf,0,3
104,5052,1,Bf,1,61
130,5052,1,Bf,1,5
124,5053,1,Bf,1,10
140,5054,1,Bf,1,5
115,5055,1,Bf,1,6
169,5055,1,Bf,1,11
72,5056,1,Bf,0,118
45,5057,3,Bf,0,8
18,5058,1,Bf,0,146
87,5059,1,Bf,0,41
32,5060,1,Bf,0,112
115,5061,1,Bf,1,2
42,5062,2,Bf,0,9
80,5062,1,Bf,0,5
155,5062,1,Bf,1,8
87,5063,1,Bf,0,161
45,5064,2,Bf,0,158
180,5065,1,Bf,1,13
124,5066,1,Bf,1,50
30,5067,1,Bf,0,1
98,5067,1,Bf,1,46
106,5067,1,Bf,1,23
173,5068,1,Bf,1,88
32,5069,1,Bf,0,94
180,5070,1,Bf,1,5
32,5071,1,Bf,0,94
45,5072,1,Bf,0,1
140,5073,2,Bf,1,5
45,5074,1,Bf,0,6
6,5075,1,Bf,0,57
87,5076,1,Bf,0,10
45,5077,1,Bf,0,6
6,5078,1,Bf,0,121
10,5079,1,Bf,0,4
23,5079,1,Bf,0,5
72,5079,1,Bf,0,1
150,5080,1,Bf,1,3
147,5081,1,Bf,1,2
91,5082,1,Bf,0,81
180,5083,1,Bf,1,12
46,5084,1,Bf,0,11
91,5085,1,Bf,0,1
95,5086,1,Bf,1,2
87,5087,1,Bf,0,58
72,5088,1,Bf,0,24
136,5089,1,Bf,1,11
93,5090,1,Bf,1,52
180,5091,1,Bf,1,4
112,5092,1,Bf,1,2
32,5093,1,Bf,0,111
50,5094,1,Bf,0,15
83,5094,1,Bf,0,46
89,5094,1,Bf,0,10
127,5095,1,Bf,1,68
32,5096,1,Bf,0,57
91,5097,1,Bf,0,3
168,5098,1,Bf,1,10
91,5099,1,Bf,0,2
140,5100,1,Bf,1,58
171,5100,1,Bf,1,1
44,5101,1,Bf,0,12
87,5102,1,Bf,0,3
82,5103,1,Bf,0,2
6,5104,1,Bf,0,1
153,5105,1,Bf,1,1
180,5106,1,Bf,1,75
3,5107,1,Bf,0,8
5,5107,1,Bf,0,8
7,5107,1,Bf,0,114
9,5107,1,Bf,0,2
34,5107,1,Bf,0,3
42,5107,2,Bf,0,5
51,5107,1,Bf,0,23
57,5107,1,Bf,0,7
71,5107,1,Bf,0,13
73,5107,1,Bf,0,2
80,5107,1,Bf,0,209
86,5107,1,Bf,0,41
153,5108,1,Bf,1,12
76,5109,1,Bf,0,43
154,5109,1,Bf,1,1
105,5110,1,Bf,1,64
56,5111,1,Bf,0,2
45,5112,1,Bf,0,57
153,5113,1,Bf,1,11
109,5114,1,Bf,1,44
121,5114,1,Bf,1,3
140,5114,1,Bf,1,8
10,5115,1,Bf,0,26
21,5115,1,Bf,0,264
41,5115,1,Bf,0,6
42,5115,1,Bf,0,13
147,5115,1,Bf,1,22
115,5116,2,Bf,1,253
180,5116,1,Bf,1,194
126,5117,1,Bf,1,75
180,5118,1,Bf,1,13
151,5119,1,Bf,1,23
42,5120,2,Bf,0,158
87,5120,1,Bf,0,26
150,5120,1,Bf,1,43
171,5121,2,Bf,1,56
181,5121,1,Bf,1,2
138,5122,1,Bf,1,12
100,5123,1,Bf,1,8
141,5123,1,Bf,1,15
143,5123,1,Bf,1,177
87,5124,1,Bf,0,181
64,5125,1,Bf,0,25
104,5126,1,Bf,1,148
130,5126,1,Bf,1,33
72,5127,1,Bf,0,2
140,5128,1,Bf,1,6
72,5129,1,Bf,0,21
181,5130,1,Bf,1,6
42,5131,1,Bf,0,37
105,5132,2,Bf,1,16
116,5132,1,Bf,1,1
121,5132,1,Bf,1,7
180,5132,2,Bf,1,59
72,5133,1,Bf,0,26
168,5134,1,Bf,1,5
110,5135,1,Bf,1,123
10,5136,1,Bf,0,1
21,5136,1,Bf,0,20
41,5136,1,Bf,0,8
77,5136,1,Bf,0,155
91,5137,1,Bf,0,35
180,5138,1,Bf,1,6
32,5139,1,Bf,0,4
32,5140,1,Bf,0,5
115,5141,1,Bf,1,18
98,5142,1,Bf,1,6
101,5142,1,Bf,1,14
106,5142,1,Bf,1,137
125,5142,1,Bf,1,30
181,5143,1,Bf,1,32
171,5144,1,Bf,1,82
2,5145,1,Bf,0,18
86,5145,1,Bf,0,88
138,5146,1,Bf,1,96
95,5147,1,Bf,1,52
160,5147,1,Bf,1,101
89,5148,1,Bf,0,9
6,5149,1,Bf,0,8
6,5150,1,Bf,0,10
23,5151,1,Bf,0,14
64,5151,1,Bf,0,52
42,5152,1,Bf,0,10
148,5153,1,Bf,1,8
180,5153,1,Bf,1,94
181,5153,1,Bf,1,14
171,5154,1,Bf,1,89
112,5155,1,Bf,1,1
171,5155,1,Bf,1,17
6,5156,1,Bf,0,18
98,5157,1,Bf,1,17
106,5157,1,Bf,1,2
91,5158,1,Bf,0,2
46,5159,1,Bf,0,2
153,5160,1,Bf,1,1
125,5161,1,Bf,1,9
153,5162,1,Bf,1,2
87,5163,1,Bf,0,8
56,5164,1,Bf,0,17
64,5165,1,Bf,0,44
18,5166,1,Bf,0,1
19,5166,1,Bf,0,9
89,5166,1,Bf,0,60
140,5167,1,Bf,1,96
148,5167,1,Bf,1,8
181,5167,1,Bf,1,6
95,5168,1,Bf,1,27
17,5169,1,Bf,0,136
122,5170,1,Bf,1,2
126,5170,1,Bf,1,185
141,5170,1,Bf,1,2
142,5170,1,Bf,1,14
169,5171,1,Bf,1,5
46,5172,1,Bf,0,248
181,5173,1,Bf,1,4
98,5174,1,Bf,1,7
106,5174,1,Bf,1,4
171,5174,1,Bf,1,150
42,5175,1,Bf,0,127
171,5175,1,Bf,1,2
72,5176,1,Bf,0,3
78,5177,1,Bf,0,32
89,5177,1,Bf,0,11
171,5177,3,Bf,1,10
110,5178,1,Bf,1,128
126,5178,1,Bf,1,4
140,5179,1,Bf,1,24
105,5180,1,Bf,1,3
177,5180,1,Bf,1,85
181,5180,1,Bf,1,23
116,5181,1,Bf,1,3
56,5182,1,Bf,0,24
87,5183,1,Bf,0,9
45,5184,1,Bf,0,73
180,5185,1,Bf,1,94
181,5185,1,Bf,1,21
46,5186,1,Bf,0,31
91,5187,1,Bf,0,21
181,5188,1,Bf,1,10
138,5189,1,Bf,1,4
152,5190,1,Bf,1,48
168,5191,1,Bf,1,2
142,5192,1,Bf,1,103
181,5192,1,Bf,1,19
138,5193,1,Bf,1,3
43,5194,1,Bf,0,1
72,5194,1,Bf,0,2
93,5194,1,Bf,1,2
100,5194,1,Bf,1,12
104,5194,1,Bf,1,10
108,5194,1,Bf,1,2
110,5194,1,Bf,1,2
113,5194,1,Bf,1,4
120,5194,1,Bf,1,360
122,5194,1,Bf,1,27
125,5194,1,Bf,1,76
130,5194,1,Bf,1,24
136,5194,1,Bf,1,61
141,5194,1,Bf,1,32
144,5194,1,Bf,1,26
168,5194,1,Bf,1,11
169,5194,1,Bf,1,107
180,5194,1,Bf,1,15
81,5195,1,Bf,0,4
32,5196,1,Bf,0,38
12,5197,1,Bf,0,2
72,5198,2,Bf,0,106
124,5198,1,Bf,1,24
150,5198,1,Bf,1,34
151,5198,1,Bf,1,99
155,5198,1,Bf,1,3
142,5199,1,Bf,1,7
120,5200,1,Bf,1,7
140,5200,2,Bf,1,19
144,5200,1,Bf,1,3
148,5200,1,Bf,1,5
66,5201,1,Bf,0,70
150,5202,1,Bf,1,45
56,5203,1,Bf,0,20
113,5204,1,Bf,1,4
171,5204,2,Bf,1,1
142,5205,1,Bf,1,42
140,5206,1,Bf,1,225
93,5207,1,Bf,1,131
89,5208,2,Bf,0,33
91,5209,1,Bf,0,137
32,5210,3,Bf,0,2
39,5211,1,Bf,0,108
72,5211,1,Bf,0,66
153,5211,1,Bf,1,8
87,5212,1,Bf,0,103
42,5213,1,Bf,0,16
141,5214,1,Bf,1,1
153,5215,1,Bf,1,54
80,5216,1,Bf,0,1
87,5217,1,Bf,0,4
168,5218,1,Bf,1,155
32,5219,1,Bf,0,33
23,5220,1,Bf,0,6
45,5220,1,Bf,0,1
48,5220,1,Bf,0,21
85,5220,1,Bf,0,6
3,5221,1,Bf,0,10
154,5222,1,Bf,1,4
45,5223,1,Bf,0,64
91,5224,1,Bf,0,85
125,5225,1,Bf,1,8
45,5226,1,Bf,0,6
52,5227,1,Bf,0,23
150,5228,1,Bf,1,7
91,5229,1,Bf,0,66
93,5229,2,Bf,1,3
109,5229,1,Bf,1,6
115,5229,1,Bf,1,3
126,5229,1,Bf,1,8
140,5229,1,Bf,1,72
142,5229,1,Bf,1,59
148,5229,3,Bf,1,2
171,5229,3,Bf,1,1
180,5229,2,Bf,1,36
181,5229,2,Bf,1,9
72,5230,1,Bf,0,2
140,5231,1,Bf,1,4
42,5232,1,Bf,0,18
127,5233,1,Bf,1,156
171,5234,1,Bf,1,45
180,5235,1,Bf,1,51
96,5236,1,Bf,1,105
127,5237,1,Bf,1,1
150,5238,1,Bf,1,49
91,5239,1,Bf,0,112
93,5240,1,Bf,1,8
98,5240,1,Bf,1,9
106,5240,1,Bf,1,2
109,5240,1,Bf,1,139
180,5240,2,Bf,1,2
100,5241,1,Bf,1,18
125,5241,1,Bf,1,70
171,5242,1,Bf,1,61
168,5243,1,Bf,1,74
127,5244,1,Bf,1,273
95,5245,1,Bf,1,3
105,5245,1,Bf,1,2
109,5245,1,Bf,1,70
125,5245,1,Bf,1,12
126,5245,1,Bf,1,4
138,5245,1,Bf,1,103
72,5246,1,Bf,0,6
16,5247,1,Bf,0,52
124,5248,1,Bf,1,17
2,5249,1,Bf,0,166
3,5249,1,Bf,0,6
5,5249,1,Bf,0,12
6,5249,1,Bf,0,16
7,5249,1,Bf,0,19
23,5249,1,Bf,0,25
25,5249,1,Bf,0,10
41,5249,1,Bf,0,13
44,5249,1,Bf,0,2
46,5249,1,Bf,0,21
49,5249,1,Bf,0,2
55,5249,1,Bf,0,99
62,5249,1,Bf,0,141
66,5249,1,Bf,0,5
84,5249,1,Bf,0,127
87,5249,1,Bf,0,2
168,5250,1,Bf,1,10
10,5251,1,Bf,0,46
87,5252,1,Bf,0,1
32,5253,1,Bf,0,1
112,5253,1,Bf,1,6
32,5254,1,Bf,0,7
180,5255,1,Bf,1,27
168,5256,1,Bf,1,8
181,5257,1,Bf,1,126
89,5258,1,Bf,0,1
16,5259,1,Bf,0,6
153,5260,1,Bf,1,36
6,5261,1,Bf,0,55
45,5262,1,Bf,0,1
95,5262,1,Bf,1,8
80,5263,1,Bf,0,23
137,5264,1,Bf,1,10
169,5265,1,Bf,1,10
140,5266,1,Bf,1,16
168,5266,1,Bf,1,116
9,5267,1,Bf,0,2
42,5268,1,Bf,0,2
124,5269,1,Bf,1,58
180,5270,1,Bf,1,2
6,5271,1,Bf,0,23
127,5272,1,Bf,1,17
180,5273,2,Bf,1,50
13,5274,1,Bf,0,1
32,5275,1,Bf,0,9
32,5276,1,Bf,0,64
173,5277,1,Bf,1,158
72,5278,1,Bf,0,7
169,5279,1,Bf,1,7
180,5280,1,Bf,1,7
112,5281,1,Bf,1,17
23,5282,1,Bf,0,63
45,5282,1,Bf,0,140
57,5282,1,Bf,0,5
64,5282,1,Bf,0,8
66,5282,1,Bf,0,6
73,5282,1,Bf,0,9
19,5283,1,Bf,0,84
32,5284,1,Bf,0,6
89,5284,1,Bf,0,68
45,5285,1,Bf,0,3
13,5286,1,Bf,0,30
82,5287,1,Bf,0,62
151,5288,1,Bf,1,6
6,5289,1,Bf,0,31
32,5290,1,Bf,0,528
93,5291,1,Bf,1,11
10,5292,1,Bf,0,7
140,5293,1,Bf,1,61
151,5294,1,Bf,1,144
127,5295,1,Bf,1,137
72,5296,1,Bf,0,59
151,5297,1,Bf,1,6
153,5297,1,Bf,1,1
13,5298,1,Bf,0,9
34,5299,1,Bf,0,365
50,5299,1,Bf,0,23
75,5299,1,Bf,0,12
82,5299,1,Bf,0,3
31,5300,1,Bf,0,2
42,5300,1,Bf,0,10
72,5300,1,Bf,0,5
72,5301,1,Bf,0,7
125,5301,1,Bf,1,4
150,5302,1,Bf,1,5
154,5303,1,Bf,1,5
13,5304,1,Bf,0,4
13,5305,1,Bf,0,4
126,5306,1,Bf,1,56
72,5307,1,Bf,0,107
180,5308,1,Bf,1,13
45,5309,1,Bf,0,9
153,5310,1,Bf,1,4
72,5311,1,Bf,0,15
57,5312,1,Bf,0,48
153,5312,1,Bf,1,85
6,5313,1,Bf,0,36
6,5314,1,Bf,0,24
93,5315,1,Bf,1,186
140,5315,1,Bf,1,11
171,5315,1,Bf,1,22
45,5316,1,Bf,0,8
42,5317,1,Bf,0,123
13,5318,1,Bf,0,21
45,5319,1,Bf,0,39
1,5320,1,Bf,0,211
94,5320,1,Bf,1,249
110,5320,1,Bf,1,29
162,5320,1,Bf,1,138
171,5320,1,Bf,1,34
140,5321,1,Bf,1,11
105,5322,1,Bf,1,35
115,5322,1,Bf,1,90
169,5322,1,Bf,1,7
171,5322,4,Bf,1,5
87,5323,1,Bf,0,22
87,5324,1,Bf,0,111
153,5325,1,Bf,1,12
154,5326,1,Bf,1,9
140,5327,1,Bf,1,1
2,5328,2,Bf,0,6
3,5328,1,Bf,0,21
5,5328,1,Bf,0,15
23,5328,2,Bf,0,28
46,5328,1,Bf,0,4
57,5328,1,Bf,0,14
72,5328,1,Bf,0,2
81,5328,1,Bf,0,9
86,5328,1,Bf,0,7
150,5329,1,Bf,1,3
151,5329,1,Bf,1,1
168,5330,1,Bf,1,13
150,5331,1,Bf,1,96
57,5332,1,Bf,0,32
72,5333,1,Bf,0,25
5,5334,1,Bf,0,1
44,5334,1,Bf,0,16
171,5335,2,Bf,1,9
115,5336,1,Bf,1,24
95,5337,1,Bf,1,8
140,5338,1,Bf,1,17
42,5339,1,Bf,0,5
89,5340,1,Bf,0,16
93,5341,1,Bf,1,15
95,5341,2,Bf,1,340
121,5341,1,Bf,1,26
126,5341,1,Bf,1,123
138,5341,1,Bf,1,9
169,5341,1,Bf,1,80
175,5341,1,Bf,1,192
45,5342,1,Bf,0,1
2,5343,1,Bf,0,73
5,5343,1,Bf,0,12
23,5343,1,Bf,0,3
42,5343,1,Bf,0,132
71,5343,1,Bf,0,2
73,5343,1,Bf,0,19
146,5344,1,Bf,1,120
153,5344,1,Bf,1,11
89,5345,1,Bf,0,182
121,5346,2,Bf,1,8
122,5346,1,Bf,1,12
128,5346,2,Bf,1,47
129,5346,1,Bf,1,19
142,5346,1,Bf,1,9
32,5347,1,Bf,0,108
38,5348,1,Bf,0,14
136,5349,1,Bf,1,28
44,5350,1,Bf,0,27
87,5351,1,Bf,0,177
153,5352,1,Bf,1,7
180,5353,1,Bf,1,15
109,5354,1,Bf,1,58
93,5355,1,Bf,1,8
46,5356,2,Bf,0,19
56,5357,1,Bf,0,124
10,5358,1,Bf,0,32
109,5359,1,Bf,1,49
32,5360,1,Bf,0,79
171,5361,1,Bf,1,8
180,5362,1,Bf,1,105
127,5363,1,Bf,1,1
140,5364,1,Bf,1,150
141,5365,1,Bf,1,55
162,5366,1,Bf,1,27
91,5367,1,Bf,0,8
17,5368,1,Bf,0,13
50,5368,1,Bf,0,3
89,5368,1,Bf,0,6
140,5369,1,Bf,1,1
18,5370,1,Bf,0,22
140,5371,1,Bf,1,1
153,5372,1,Bf,1,12
115,5373,2,Bf,1,12
140,5373,1,Bf,1,27
124,5374,1,Bf,1,1
45,5375,1,Bf,0,8
6,5376,1,Bf,0,204
91,5377,1,Bf,0,150
10,5378,1,Bf,0,7
40,5378,1,Bf,0,12
72,5378,1,Bf,0,192
87,5379,1,Bf,0,63
142,5380,1,Bf,1,1
140,5381,1,Bf,1,37
181,5382,1,Bf,1,27
180,5383,1,Bf,1,102
45,5384,1,Bf,0,13
107,5385,1,Bf,1,240
126,5385,1,Bf,1,60
13,5386,1,Bf,0,124
23,5387,1,Bf,0,181
45,5387,1,Bf,0,128
64,5387,1,Bf,0,4
109,5388,1,Bf,1,114
140,5389,1,Bf,1,54
48,5390,1,Bf,0,25
151,5391,1,Bf,1,13
6,5392,1,Bf,0,15
10,5392,1,Bf,0,16
15,5392,1,Bf,0,3
18,5392,1,Bf,0,42
19,5392,1,Bf,0,20
20,5392,1,Bf,0,2
21,5392,1,Bf,0,12
23,5392,1,Bf,0,17
27,5392,1,Bf,0,5
29,5392,1,Bf,0,2
30,5392,1,Bf,0,23
31,5392,1,Bf,0,9
41,5392,1,Bf,0,10
42,5392,2,Bf,0,152
45,5392,1,Bf,0,74
46,5392,1,Bf,0,1
55,5392,1,Bf,0,12
57,5392,1,Bf,0,1
59,5392,1,Bf,0,97
64,5392,1,Bf,0,1
65,5392,1,Bf,0,10
66,5392,1,Bf,0,3
68,5392,1,Bf,0,139
70,5392,1,Bf,0,22
72,5392,1,Bf,0,27
73,5392,1,Bf,0,10
77,5392,1,Bf,0,42
78,5392,1,Bf,0,3
81,5392,1,Bf,0,3
84,5392,1,Bf,0,6
87,5392,1,Bf,0,18
91,5392,1,Bf,0,15
17,5393,1,Bf,0,6
180,5394,1,Bf,1,7
110,5395,1,Bf,1,8
153,5396,1,Bf,1,8
93,5397,1,Bf,1,9
160,5398,1,Bf,1,2
95,5399,1,Bf,1,1
91,5400,1,Bf,0,1
32,5401,1,Bf,0,14
181,5402,1,Bf,1,49
32,5403,1,Bf,0,3
87,5404,1,Bf,0,117
140,5405,1,Bf,1,19
23,5406,1,Bf,0,187
45,5406,1,Bf,0,53
64,5406,1,Bf,0,4
124,5407,1,Bf,1,25
171,5408,1,Bf,1,46
5,5409,1,Bf,0,2
45,5410,1,Bf,0,2
56,5411,1,Bf,0,53
71,5412,1,Bf,0,44
79,5412,1,Bf,0,130
91,5413,1,Bf,0,161
171,5414,1,Bf,1,63
45,5415,1,Bf,0,11
181,5416,1,Bf,1,12
154,5417,1,Bf,1,2
86,5418,1,Bf,0,315
13,5419,1,Bf,0,18
44,5420,1,Bf,0,53
105,5420,1,Bf,1,11
80,5421,1,Bf,0,7
82,5422,1,Bf,0,160
45,5423,1,Bf,0,1
109,5424,1,Bf,1,30
169,5425,1,Bf,1,7
32,5426,1,Bf,0,94
162,5427,1,Bf,1,33
181,5427,1,Bf,1,72
56,5428,1,Bf,0,15
140,5429,1,Bf,1,11
93,5430,1,Bf,1,7
140,5431,1,Bf,1,1
180,5431,1,Bf,1,7
91,5432,1,Bf,0,19
18,5433,1,Bf,0,14
30,5434,1,Bf,0,5
126,5435,1,Bf,1,3
56,5436,1,Bf,0,23
153,5436,1,Bf,1,397
32,5437,1,Bf,0,19
45,5438,1,Bf,0,23
126,5439,1,Bf,1,14
32,5440,1,Bf,0,63
87,5441,1,Bf,0,41
72,5442,1,Bf,0,56
180,5443,1,Bf,1,34
56,5444,1,Bf,0,25
13,5445,1,Bf,0,1
138,5446,1,Bf,1,10
98,5447,1,Bf,1,12
106,5447,1,Bf,1,23
10,5448,1,Bf,0,7
140,5449,1,Bf,1,21
72,5450,1,Bf,0,79
87,5450,3,Bf,0,54
87,5451,1,Bf,0,6
19,5452,1,Bf,0,74
91,5452,2,Bf,0,30
32,5453,1,Bf,0,103
42,5453,2,Bf,0,19
45,5454,1,Bf,0,35
93,5455,1,Bf,1,2
122,5455,1,Bf,1,78
138,5455,2,Bf,1,30
140,5455,2,Bf,1,25
168,5455,1,Bf,1,87
180,5455,1,Bf,1,1
6,5456,1,Bf,0,73
45,5456,1,Bf,0,5
105,5457,1,Bf,1,71
116,5457,1,Bf,1,70
138,5458,1,Bf,1,20
32,5459,1,Bf,0,102
140,5460,1,Bf,1,1
85,5461,1,Bf,0,10
154,5461,1,Bf,1,18
155,5461,1,Bf,1,188
150,5462,1,Bf,1,201
95,5463,1,Bf,1,4
126,5463,1,Bf,1,11
148,5463,1,Bf,1,1
181,5463,1,Bf,1,79
15,5464,1,Bf,0,2
21,5464,1,Bf,0,30
113,5465,1,Bf,1,7
43,5466,1,Bf,0,12
58,5466,1,Bf,0,108
115,5466,1,Bf,1,88
122,5466,1,Bf,1,87
123,5466,1,Bf,1,1
128,5466,1,Bf,1,16
136,5466,2,Bf,1,13
139,5466,1,Bf,1,37
140,5466,1,Bf,1,289
143,5466,1,Bf,1,59
171,5466,1,Bf,1,1
124,5467,2,Bf,1,161
150,5467,1,Bf,1,6
153,5467,1,Bf,1,38
140,5468,1,Bf,1,25
16,5469,1,Bf,0,5
32,5470,1,Bf,0,5
89,5470,1,Bf,0,119
87,5471,1,Bf,0,48
140,5472,1,Bf,1,5
171,5473,1,Bf,1,87
6,5474,1,Bf,0,173
168,5475,1,Bf,1,1
32,5476,1,Bf,0,17
6,5477,1,Bf,0,10
137,5478,1,Bf,1,15
89,5479,1,Bf,0,5
93,5480,1,Bf,1,37
142,5481,1,Bf,1,10
180,5482,1,Bf,1,151
72,5483,1,Bf,0,123
91,5484,1,Bf,0,332
153,5484,1,Bf,1,424
171,5485,1,Bf,1,98
98,5486,1,Bf,1,16
106,5486,1,Bf,1,64
95,5487,1,Bf,1,29
126,5487,1,Bf,1,16
13,5488,1,Bf,0,115
91,5489,1,Bf,0,3
95,5490,1,Bf,1,2
107,5490,1,Bf,1,74
125,5490,1,Bf,1,7
171,5490,1,Bf,1,905
180,5490,1,Bf,1,71
171,5491,1,Bf,1,103
32,5492,1,Bf,0,24
43,5492,1,Bf,0,21
180,5492,1,Bf,1,161
95,5493,1,Bf,1,16
141,5494,1,Bf,1,4
45,5495,1,Bf,0,29
150,5496,1,Bf,1,4
181,5497,1,Bf,1,12
138,5498,1,Bf,1,13
87,5499,1,Bf,0,19
126,5500,1,Bf,1,1
138,5500,1,Bf,1,1
180,5501,1,Bf,1,13
46,5502,1,Bf,0,2
93,5503,1,Bf,1,150
72,5504,1,Bf,0,20
138,5505,1,Bf,1,21
153,5506,1,Bf,1,59
58,5507,1,Bf,0,46
93,5507,1,Bf,1,6
115,5507,1,Bf,1,68
168,5507,1,Bf,1,6
169,5507,1,Bf,1,40
171,5507,1,Bf,1,10
180,5507,1,Bf,1,3
42,5508,1,Bf,0,2
75,5508,1,Bf,0,1
153,5509,1,Bf,1,57
93,5510,1,Bf,1,32
6,5511,1,Bf,0,34
91,5512,1,Bf,0,2
32,5513,1,Bf,0,139
87,5514,1,Bf,0,1
112,5515,1,Bf,1,23
126,5515,1,Bf,1,25
168,5515,2,Bf,1,23
180,5515,1,Bf,1,5
9,5516,1,Bf,0,1
79,5516,2,Bf,0,30
87,5517,1,Bf,0,30
56,5518,1,Bf,0,49
168,5519,1,Bf,1,86
180,5519,1,Bf,1,173
87,5520,1,Bf,0,41
180,5521,1,Bf,1,40
6,5522,1,Bf,0,110
91,5523,1,Bf,0,8
163,5524,1,Bf,1,1
153,5525,1,Bf,1,9
87,5526,1,Bf,0,18
32,5527,1,Bf,0,52
180,5527,1,Bf,1,113
140,5528,1,Bf,1,42
91,5529,1,Bf,0,21
91,5530,1,Bf,0,77
45,5531,1,Bf,0,6
153,5532,1,Bf,1,1
148,5533,1,Bf,1,38
16,5534,1,Bf,0,74
13,5535,1,Bf,0,33
180,5536,1,Bf,1,16
168,5537,1,Bf,1,54
110,5538,2,Bf,1,10
126,5539,1,Bf,1,8
168,5539,1,Bf,1,16
171,5539,1,Bf,1,19
180,5539,2,Bf,1,110
95,5540,1,Bf,1,2
98,5541,1,Bf,1,22
106,5541,1,Bf,1,62
138,5541,1,Bf,1,56
180,5542,1,Bf,1,92
32,5543,1,Bf,0,3
89,5544,1,Bf,0,10
126,5545,1,Bf,1,11
180,5546,1,Bf,1,21
140,5547,1,Bf,1,11
127,5548,1,Bf,1,26
93,5549,1,Bf,1,9
91,5550,1,Bf,0,2
180,5551,2,Bf,1,22
109,5552,1,Bf,1,15
140,5552,1,Bf,1,15
171,5552,1,Bf,1,8
87,5553,1,Bf,0,2
150,5554,1,Bf,1,1
10,5555,1,Bf,0,21
45,5556,1,Bf,0,4
45,5557,1,Bf,0,5
124,5558,1,Bf,1,6
153,5558,1,Bf,1,14
171,5559,1,Bf,1,17
64,5560,1,Bf,0,3
73,5560,1,Bf,0,46
105,5561,1,Bf,1,1
168,5561,2,Bf,1,3
42,5562,1,Bf,0,12
181,5563,1,Bf,1,14
125,5564,1,Bf,1,10
126,5564,1,Bf,1,7
136,5564,1,Bf,1,195
141,5564,1,Bf,1,21
169,5564,1,Bf,1,37
180,5564,1,Bf,1,2
73,5565,1,Bf,0,3
30,5566,1,Bf,0,10
43,5567,1,Bf,0,4
45,5567,1,Bf,0,1
122,5567,2,Bf,1,79
125,5567,1,Bf,1,114
127,5568,1,Bf,1,8
180,5569,1,Bf,1,5
80,5570,1,Bf,0,7
45,5571,1,Bf,0,4
140,5572,1,Bf,1,2
140,5573,1,Bf,1,6
72,5574,1,Bf,0,18
18,5575,1,Bf,0,104
153,5576,1,Bf,1,22
58,5577,1,Bf,0,3
95,5577,1,Bf,1,58
148,5577,1,Bf,1,12
180,5577,2,Bf,1,157
140,5578,1,Bf,1,20
28,5579,1,Bf,0,29
100,5579,1,Bf,1,118
171,5579,2,Bf,1,9
174,5579,1,Bf,1,12
175,5579,1,Bf,1,2
80,5580,1,Bf,0,162
10,5581,1,Bf,0,2
87,5581,2,Bf,0,1
89,5581,1,Bf,0,7
23,5582,1,Bf,0,147
45,5582,1,Bf,0,15
57,5582,1,Bf,0,1
64,5582,1,Bf,0,37
66,5582,1,Bf,0,1
73,5582,1,Bf,0,14
45,5583,1,Bf,0,1
140,5584,1,Bf,1,3
168,5584,1,Bf,1,13
