news_no,user_no_x,news_spred_no,source,fake_news,followers_no,total_news_spread_no,news_weight
45,5064,2,Bf,0,158,1197,11
180,5065,1,Bf,1,13,1060,10
124,5066,1,Bf,1,50,228,2
30,5067,1,Bf,0,1,43,0
98,5067,1,Bf,1,46,142,1
106,5067,1,Bf,1,23,142,1
173,5068,1,Bf,1,88,46,0
32,5069,1,Bf,0,94,1134,11
180,5070,1,Bf,1,5,1060,10
32,5071,1,Bf,0,94,1134,11
45,5072,1,Bf,0,1,1197,11
140,5073,2,Bf,1,5,1020,10
45,5074,1,Bf,0,6,1197,11
6,5075,1,Bf,0,57,477,4
87,5076,1,Bf,0,10,754,7
45,5077,1,Bf,0,6,1197,11
6,5078,1,Bf,0,121,477,4
10,5079,1,Bf,0,4,232,2
23,5079,1,Bf,0,5,274,2
72,5079,1,Bf,0,1,673,6
150,5080,1,Bf,1,3,322,3
147,5081,1,Bf,1,2,45,0
91,5082,1,Bf,0,81,589,5
180,5083,1,Bf,1,12,1060,10
46,5084,1,Bf,0,11,285,2
91,5085,1,Bf,0,1,589,5
95,5086,1,Bf,1,2,439,4
87,5087,1,Bf,0,58,754,7
72,5088,1,Bf,0,24,673,6
136,5089,1,Bf,1,11,84,0
93,5090,1,Bf,1,52,708,7
180,5091,1,Bf,1,4,1060,10
112,5092,1,Bf,1,2,89,0
32,5093,1,Bf,0,111,1134,11
50,5094,1,Bf,0,15,67,0
83,5094,1,Bf,0,46,52,0
89,5094,1,Bf,0,10,265,2
127,5095,1,Bf,1,68,366,3
32,5096,1,Bf,0,57,1134,11
91,5097,1,Bf,0,3,589,5
168,5098,1,Bf,1,10,678,6
91,5099,1,Bf,0,2,589,5
140,5100,1,Bf,1,58,1020,10
171,5100,1,Bf,1,1,511,5
44,5101,1,Bf,0,12,99,0
87,5102,1,Bf,0,3,754,7
82,5103,1,Bf,0,2,105,1
6,5104,1,Bf,0,1,477,4
153,5105,1,Bf,1,1,935,9
180,5106,1,Bf,1,75,1060,10
3,5107,1,Bf,0,8,56,0
5,5107,1,Bf,0,8,94,0
7,5107,1,Bf,0,114,82,0
9,5107,1,Bf,0,2,83,0
34,5107,1,Bf,0,3,84,0
42,5107,2,Bf,0,5,570,5
51,5107,1,Bf,0,23,62,0
57,5107,1,Bf,0,7,224,2
71,5107,1,Bf,0,13,61,0
73,5107,1,Bf,0,2,216,2
80,5107,1,Bf,0,209,235,2
86,5107,1,Bf,0,41,68,0
153,5108,1,Bf,1,12,935,9
76,5109,1,Bf,0,43,20,0
154,5109,1,Bf,1,1,128,1
105,5110,1,Bf,1,64,111,1
56,5111,1,Bf,0,2,278,2
45,5112,1,Bf,0,57,1197,11
153,5113,1,Bf,1,11,935,9
109,5114,1,Bf,1,44,192,1
121,5114,1,Bf,1,3,78,0
140,5114,1,Bf,1,8,1020,10
10,5115,1,Bf,0,26,232,2
21,5115,1,Bf,0,264,84,0
41,5115,1,Bf,0,6,105,1
42,5115,1,Bf,0,13,570,5
147,5115,1,Bf,1,22,45,0
115,5116,2,Bf,1,253,217,2
180,5116,1,Bf,1,194,1060,10
126,5117,1,Bf,1,75,390,3
180,5118,1,Bf,1,13,1060,10
151,5119,1,Bf,1,23,156,1
42,5120,2,Bf,0,158,570,5
87,5120,1,Bf,0,26,754,7
150,5120,1,Bf,1,43,322,3
171,5121,2,Bf,1,56,511,5
181,5121,1,Bf,1,2,382,3
138,5122,1,Bf,1,12,338,3
100,5123,1,Bf,1,8,129,1
141,5123,1,Bf,1,15,118,1
143,5123,1,Bf,1,177,73,0
87,5124,1,Bf,0,181,754,7
64,5125,1,Bf,0,25,333,3
104,5126,1,Bf,1,148,42,0
130,5126,1,Bf,1,33,42,0
72,5127,1,Bf,0,2,673,6
140,5128,1,Bf,1,6,1020,10
72,5129,1,Bf,0,21,673,6
181,5130,1,Bf,1,6,382,3
42,5131,1,Bf,0,37,570,5
105,5132,2,Bf,1,16,111,1
116,5132,1,Bf,1,1,37,0
121,5132,1,Bf,1,7,78,0
180,5132,2,Bf,1,59,1060,10
72,5133,1,Bf,0,26,673,6
168,5134,1,Bf,1,5,678,6
110,5135,1,Bf,1,123,112,1
10,5136,1,Bf,0,1,232,2
21,5136,1,Bf,0,20,84,0
41,5136,1,Bf,0,8,105,1
77,5136,1,Bf,0,155,93,0
91,5137,1,Bf,0,35,589,5
180,5138,1,Bf,1,6,1060,10
32,5139,1,Bf,0,4,1134,11
32,5140,1,Bf,0,5,1134,11
115,5141,1,Bf,1,18,217,2
98,5142,1,Bf,1,6,142,1
101,5142,1,Bf,1,14,31,0
106,5142,1,Bf,1,137,142,1
125,5142,1,Bf,1,30,200,2
181,5143,1,Bf,1,32,382,3
171,5144,1,Bf,1,82,511,5
2,5145,1,Bf,0,18,52,0
86,5145,1,Bf,0,88,68,0
138,5146,1,Bf,1,96,338,3
95,5147,1,Bf,1,52,439,4
160,5147,1,Bf,1,101,60,0
89,5148,1,Bf,0,9,265,2
6,5149,1,Bf,0,8,477,4
6,5150,1,Bf,0,10,477,4
23,5151,1,Bf,0,14,274,2
64,5151,1,Bf,0,52,333,3
42,5152,1,Bf,0,10,570,5
148,5153,1,Bf,1,8,116,1
180,5153,1,Bf,1,94,1060,10
181,5153,1,Bf,1,14,382,3
171,5154,1,Bf,1,89,511,5
112,5155,1,Bf,1,1,89,0
171,5155,1,Bf,1,17,511,5
6,5156,1,Bf,0,18,477,4
98,5157,1,Bf,1,17,142,1
106,5157,1,Bf,1,2,142,1
91,5158,1,Bf,0,2,589,5
46,5159,1,Bf,0,2,285,2
153,5160,1,Bf,1,1,935,9
125,5161,1,Bf,1,9,200,2
153,5162,1,Bf,1,2,935,9
87,5163,1,Bf,0,8,754,7
56,5164,1,Bf,0,17,278,2
64,5165,1,Bf,0,44,333,3
18,5166,1,Bf,0,1,142,1
19,5166,1,Bf,0,9,38,0
89,5166,1,Bf,0,60,265,2
140,5167,1,Bf,1,96,1020,10
148,5167,1,Bf,1,8,116,1
181,5167,1,Bf,1,6,382,3
95,5168,1,Bf,1,27,439,4
17,5169,1,Bf,0,136,155,1
122,5170,1,Bf,1,2,167,1
126,5170,1,Bf,1,185,390,3
141,5170,1,Bf,1,2,118,1
142,5170,1,Bf,1,14,246,2
169,5171,1,Bf,1,5,205,2
46,5172,1,Bf,0,248,285,2
181,5173,1,Bf,1,4,382,3
98,5174,1,Bf,1,7,142,1
106,5174,1,Bf,1,4,142,1
171,5174,1,Bf,1,150,511,5
42,5175,1,Bf,0,127,570,5
171,5175,1,Bf,1,2,511,5
72,5176,1,Bf,0,3,673,6
78,5177,1,Bf,0,32,83,0
89,5177,1,Bf,0,11,265,2
171,5177,3,Bf,1,10,511,5
110,5178,1,Bf,1,128,112,1
126,5178,1,Bf,1,4,390,3
140,5179,1,Bf,1,24,1020,10
105,5180,1,Bf,1,3,111,1
177,5180,1,Bf,1,85,22,0
181,5180,1,Bf,1,23,382,3
116,5181,1,Bf,1,3,37,0
56,5182,1,Bf,0,24,278,2
87,5183,1,Bf,0,9,754,7
45,5184,1,Bf,0,73,1197,11
180,5185,1,Bf,1,94,1060,10
181,5185,1,Bf,1,21,382,3
46,5186,1,Bf,0,31,285,2
91,5187,1,Bf,0,21,589,5
181,5188,1,Bf,1,10,382,3
138,5189,1,Bf,1,4,338,3
152,5190,1,Bf,1,48,36,0
168,5191,1,Bf,1,2,678,6
142,5192,1,Bf,1,103,246,2
181,5192,1,Bf,1,19,382,3
138,5193,1,Bf,1,3,338,3
43,5194,1,Bf,0,1,34,0
72,5194,1,Bf,0,2,673,6
93,5194,1,Bf,1,2,708,7
100,5194,1,Bf,1,12,129,1
104,5194,1,Bf,1,10,42,0
108,5194,1,Bf,1,2,14,0
110,5194,1,Bf,1,2,112,1
113,5194,1,Bf,1,4,128,1
120,5194,1,Bf,1,360,46,0
122,5194,1,Bf,1,27,167,1
125,5194,1,Bf,1,76,200,2
130,5194,1,Bf,1,24,42,0
136,5194,1,Bf,1,61,84,0
141,5194,1,Bf,1,32,118,1
144,5194,1,Bf,1,26,46,0
168,5194,1,Bf,1,11,678,6
169,5194,1,Bf,1,107,205,2
180,5194,1,Bf,1,15,1060,10
81,5195,1,Bf,0,4,47,0
32,5196,1,Bf,0,38,1134,11
12,5197,1,Bf,0,2,19,0
72,5198,2,Bf,0,106,673,6
124,5198,1,Bf,1,24,228,2
150,5198,1,Bf,1,34,322,3
151,5198,1,Bf,1,99,156,1
155,5198,1,Bf,1,3,61,0
142,5199,1,Bf,1,7,246,2
120,5200,1,Bf,1,7,46,0
140,5200,2,Bf,1,19,1020,10
144,5200,1,Bf,1,3,46,0
148,5200,1,Bf,1,5,116,1
66,5201,1,Bf,0,70,212,2
150,5202,1,Bf,1,45,322,3
56,5203,1,Bf,0,20,278,2
113,5204,1,Bf,1,4,128,1
171,5204,2,Bf,1,1,511,5
142,5205,1,Bf,1,42,246,2
140,5206,1,Bf,1,225,1020,10
93,5207,1,Bf,1,131,708,7
89,5208,2,Bf,0,33,265,2
91,5209,1,Bf,0,137,589,5
32,5210,3,Bf,0,2,1134,11
39,5211,1,Bf,0,108,4,0
72,5211,1,Bf,0,66,673,6
153,5211,1,Bf,1,8,935,9
87,5212,1,Bf,0,103,754,7
42,5213,1,Bf,0,16,570,5
141,5214,1,Bf,1,1,118,1
153,5215,1,Bf,1,54,935,9
80,5216,1,Bf,0,1,235,2
87,5217,1,Bf,0,4,754,7
168,5218,1,Bf,1,155,678,6
32,5219,1,Bf,0,33,1134,11
23,5220,1,Bf,0,6,274,2
45,5220,1,Bf,0,1,1197,11
48,5220,1,Bf,0,21,45,0
85,5220,1,Bf,0,6,46,0
3,5221,1,Bf,0,10,56,0
154,5222,1,Bf,1,4,128,1
45,5223,1,Bf,0,64,1197,11
91,5224,1,Bf,0,85,589,5
125,5225,1,Bf,1,8,200,2
45,5226,1,Bf,0,6,1197,11
52,5227,1,Bf,0,23,33,0
150,5228,1,Bf,1,7,322,3
91,5229,1,Bf,0,66,589,5
93,5229,2,Bf,1,3,708,7
109,5229,1,Bf,1,6,192,1
115,5229,1,Bf,1,3,217,2
126,5229,1,Bf,1,8,390,3
140,5229,1,Bf,1,72,1020,10
142,5229,1,Bf,1,59,246,2
148,5229,3,Bf,1,2,116,1
171,5229,3,Bf,1,1,511,5
180,5229,2,Bf,1,36,1060,10
181,5229,2,Bf,1,9,382,3
72,5230,1,Bf,0,2,673,6
140,5231,1,Bf,1,4,1020,10
42,5232,1,Bf,0,18,570,5
127,5233,1,Bf,1,156,366,3
171,5234,1,Bf,1,45,511,5
180,5235,1,Bf,1,51,1060,10
96,5236,1,Bf,1,105,45,0
127,5237,1,Bf,1,1,366,3
150,5238,1,Bf,1,49,322,3
91,5239,1,Bf,0,112,589,5
93,5240,1,Bf,1,8,708,7
98,5240,1,Bf,1,9,142,1
106,5240,1,Bf,1,2,142,1
109,5240,1,Bf,1,139,192,1
180,5240,2,Bf,1,2,1060,10
100,5241,1,Bf,1,18,129,1
125,5241,1,Bf,1,70,200,2
171,5242,1,Bf,1,61,511,5
168,5243,1,Bf,1,74,678,6
127,5244,1,Bf,1,273,366,3
95,5245,1,Bf,1,3,439,4
105,5245,1,Bf,1,2,111,1
109,5245,1,Bf,1,70,192,1
125,5245,1,Bf,1,12,200,2
126,5245,1,Bf,1,4,390,3
138,5245,1,Bf,1,103,338,3
72,5246,1,Bf,0,6,673,6
16,5247,1,Bf,0,52,145,1
124,5248,1,Bf,1,17,228,2
2,5249,1,Bf,0,166,52,0
3,5249,1,Bf,0,6,56,0
5,5249,1,Bf,0,12,94,0
6,5249,1,Bf,0,16,477,4
7,5249,1,Bf,0,19,82,0
23,5249,1,Bf,0,25,274,2
25,5249,1,Bf,0,10,13,0
41,5249,1,Bf,0,13,105,1
44,5249,1,Bf,0,2,99,0
46,5249,1,Bf,0,21,285,2
49,5249,1,Bf,0,2,13,0
55,5249,1,Bf,0,99,41,0
62,5249,1,Bf,0,141,19,0
66,5249,1,Bf,0,5,212,2
84,5249,1,Bf,0,127,32,0
87,5249,1,Bf,0,2,754,7
168,5250,1,Bf,1,10,678,6
10,5251,1,Bf,0,46,232,2
87,5252,1,Bf,0,1,754,7
32,5253,1,Bf,0,1,1134,11
112,5253,1,Bf,1,6,89,0
32,5254,1,Bf,0,7,1134,11
180,5255,1,Bf,1,27,1060,10
168,5256,1,Bf,1,8,678,6
181,5257,1,Bf,1,126,382,3
89,5258,1,Bf,0,1,265,2
16,5259,1,Bf,0,6,145,1
153,5260,1,Bf,1,36,935,9
6,5261,1,Bf,0,55,477,4
45,5262,1,Bf,0,1,1197,11
95,5262,1,Bf,1,8,439,4
80,5263,1,Bf,0,23,235,2
137,5264,1,Bf,1,10,13,0
169,5265,1,Bf,1,10,205,2
140,5266,1,Bf,1,16,1020,10
168,5266,1,Bf,1,116,678,6
9,5267,1,Bf,0,2,83,0
42,5268,1,Bf,0,2,570,5
124,5269,1,Bf,1,58,228,2
180,5270,1,Bf,1,2,1060,10
6,5271,1,Bf,0,23,477,4
127,5272,1,Bf,1,17,366,3
180,5273,2,Bf,1,50,1060,10
13,5274,1,Bf,0,1,260,2
32,5275,1,Bf,0,9,1134,11
32,5276,1,Bf,0,64,1134,11
173,5277,1,Bf,1,158,46,0
72,5278,1,Bf,0,7,673,6
169,5279,1,Bf,1,7,205,2
180,5280,1,Bf,1,7,1060,10
112,5281,1,Bf,1,17,89,0
23,5282,1,Bf,0,63,274,2
45,5282,1,Bf,0,140,1197,11
57,5282,1,Bf,0,5,224,2
64,5282,1,Bf,0,8,333,3
66,5282,1,Bf,0,6,212,2
73,5282,1,Bf,0,9,216,2
19,5283,1,Bf,0,84,38,0
32,5284,1,Bf,0,6,1134,11
89,5284,1,Bf,0,68,265,2
45,5285,1,Bf,0,3,1197,11
13,5286,1,Bf,0,30,260,2
82,5287,1,Bf,0,62,105,1
151,5288,1,Bf,1,6,156,1
6,5289,1,Bf,0,31,477,4
32,5290,1,Bf,0,528,1134,11
93,5291,1,Bf,1,11,708,7
10,5292,1,Bf,0,7,232,2
140,5293,1,Bf,1,61,1020,10
151,5294,1,Bf,1,144,156,1
127,5295,1,Bf,1,137,366,3
72,5296,1,Bf,0,59,673,6
151,5297,1,Bf,1,6,156,1
153,5297,1,Bf,1,1,935,9
13,5298,1,Bf,0,9,260,2
34,5299,1,Bf,0,365,84,0
50,5299,1,Bf,0,23,67,0
75,5299,1,Bf,0,12,26,0
82,5299,1,Bf,0,3,105,1
31,5300,1,Bf,0,2,53,0
42,5300,1,Bf,0,10,570,5
72,5300,1,Bf,0,5,673,6
72,5301,1,Bf,0,7,673,6
125,5301,1,Bf,1,4,200,2
150,5302,1,Bf,1,5,322,3
154,5303,1,Bf,1,5,128,1
13,5304,1,Bf,0,4,260,2
13,5305,1,Bf,0,4,260,2
126,5306,1,Bf,1,56,390,3
72,5307,1,Bf,0,107,673,6
180,5308,1,Bf,1,13,1060,10
45,5309,1,Bf,0,9,1197,11
153,5310,1,Bf,1,4,935,9
72,5311,1,Bf,0,15,673,6
57,5312,1,Bf,0,48,224,2
153,5312,1,Bf,1,85,935,9
6,5313,1,Bf,0,36,477,4
6,5314,1,Bf,0,24,477,4
93,5315,1,Bf,1,186,708,7
140,5315,1,Bf,1,11,1020,10
171,5315,1,Bf,1,22,511,5
45,5316,1,Bf,0,8,1197,11
42,5317,1,Bf,0,123,570,5
13,5318,1,Bf,0,21,260,2
45,5319,1,Bf,0,39,1197,11
1,5320,1,Bf,0,211,13,0
94,5320,1,Bf,1,249,8,0
110,5320,1,Bf,1,29,112,1
162,5320,1,Bf,1,138,99,0
171,5320,1,Bf,1,34,511,5
140,5321,1,Bf,1,11,1020,10
105,5322,1,Bf,1,35,111,1
115,5322,1,Bf,1,90,217,2
169,5322,1,Bf,1,7,205,2
171,5322,4,Bf,1,5,511,5
87,5323,1,Bf,0,22,754,7
87,5324,1,Bf,0,111,754,7
153,5325,1,Bf,1,12,935,9
154,5326,1,Bf,1,9,128,1
140,5327,1,Bf,1,1,1020,10
2,5328,2,Bf,0,6,52,0
3,5328,1,Bf,0,21,56,0
5,5328,1,Bf,0,15,94,0
23,5328,2,Bf,0,28,274,2
46,5328,1,Bf,0,4,285,2
57,5328,1,Bf,0,14,224,2
72,5328,1,Bf,0,2,673,6
81,5328,1,Bf,0,9,47,0
86,5328,1,Bf,0,7,68,0
150,5329,1,Bf,1,3,322,3
151,5329,1,Bf,1,1,156,1
168,5330,1,Bf,1,13,678,6
150,5331,1,Bf,1,96,322,3
57,5332,1,Bf,0,32,224,2
72,5333,1,Bf,0,25,673,6
5,5334,1,Bf,0,1,94,0
44,5334,1,Bf,0,16,99,0
171,5335,2,Bf,1,9,511,5
115,5336,1,Bf,1,24,217,2
95,5337,1,Bf,1,8,439,4
140,5338,1,Bf,1,17,1020,10
42,5339,1,Bf,0,5,570,5
89,5340,1,Bf,0,16,265,2
93,5341,1,Bf,1,15,708,7
95,5341,2,Bf,1,340,439,4
121,5341,1,Bf,1,26,78,0
126,5341,1,Bf,1,123,390,3
138,5341,1,Bf,1,9,338,3
169,5341,1,Bf,1,80,205,2
175,5341,1,Bf,1,192,41,0
45,5342,1,Bf,0,1,1197,11
2,5343,1,Bf,0,73,52,0
5,5343,1,Bf,0,12,94,0
23,5343,1,Bf,0,3,274,2
42,5343,1,Bf,0,132,570,5
71,5343,1,Bf,0,2,61,0
73,5343,1,Bf,0,19,216,2
146,5344,1,Bf,1,120,30,0
153,5344,1,Bf,1,11,935,9
89,5345,1,Bf,0,182,265,2
121,5346,2,Bf,1,8,78,0
122,5346,1,Bf,1,12,167,1
128,5346,2,Bf,1,47,13,0
129,5346,1,Bf,1,19,4,0
142,5346,1,Bf,1,9,246,2
32,5347,1,Bf,0,108,1134,11
38,5348,1,Bf,0,14,32,0
136,5349,1,Bf,1,28,84,0
44,5350,1,Bf,0,27,99,0
87,5351,1,Bf,0,177,754,7
153,5352,1,Bf,1,7,935,9
180,5353,1,Bf,1,15,1060,10
109,5354,1,Bf,1,58,192,1
93,5355,1,Bf,1,8,708,7
46,5356,2,Bf,0,19,285,2
56,5357,1,Bf,0,124,278,2
10,5358,1,Bf,0,32,232,2
109,5359,1,Bf,1,49,192,1
32,5360,1,Bf,0,79,1134,11
171,5361,1,Bf,1,8,511,5
180,5362,1,Bf,1,105,1060,10
127,5363,1,Bf,1,1,366,3
140,5364,1,Bf,1,150,1020,10
141,5365,1,Bf,1,55,118,1
162,5366,1,Bf,1,27,99,0
91,5367,1,Bf,0,8,589,5
17,5368,1,Bf,0,13,155,1
50,5368,1,Bf,0,3,67,0
89,5368,1,Bf,0,6,265,2
140,5369,1,Bf,1,1,1020,10
18,5370,1,Bf,0,22,142,1
140,5371,1,Bf,1,1,1020,10
153,5372,1,Bf,1,12,935,9
115,5373,2,Bf,1,12,217,2
140,5373,1,Bf,1,27,1020,10
124,5374,1,Bf,1,1,228,2
45,5375,1,Bf,0,8,1197,11
6,5376,1,Bf,0,204,477,4
91,5377,1,Bf,0,150,589,5
10,5378,1,Bf,0,7,232,2
40,5378,1,Bf,0,12,12,0
72,5378,1,Bf,0,192,673,6
87,5379,1,Bf,0,63,754,7
142,5380,1,Bf,1,1,246,2
140,5381,1,Bf,1,37,1020,10
181,5382,1,Bf,1,27,382,3
180,5383,1,Bf,1,102,1060,10
45,5384,1,Bf,0,13,1197,11
107,5385,1,Bf,1,240,48,0
126,5385,1,Bf,1,60,390,3
13,5386,1,Bf,0,124,260,2
23,5387,1,Bf,0,181,274,2
45,5387,1,Bf,0,128,1197,11
64,5387,1,Bf,0,4,333,3
109,5388,1,Bf,1,114,192,1
140,5389,1,Bf,1,54,1020,10
48,5390,1,Bf,0,25,45,0
151,5391,1,Bf,1,13,156,1
6,5392,1,Bf,0,15,477,4
10,5392,1,Bf,0,16,232,2
15,5392,1,Bf,0,3,72,0
18,5392,1,Bf,0,42,142,1
19,5392,1,Bf,0,20,38,0
20,5392,1,Bf,0,2,19,0
21,5392,1,Bf,0,12,84,0
23,5392,1,Bf,0,17,274,2
27,5392,1,Bf,0,5,21,0
29,5392,1,Bf,0,2,44,0
30,5392,1,Bf,0,23,43,0
31,5392,1,Bf,0,9,53,0
41,5392,1,Bf,0,10,105,1
42,5392,2,Bf,0,152,570,5
45,5392,1,Bf,0,74,1197,11
46,5392,1,Bf,0,1,285,2
55,5392,1,Bf,0,12,41,0
57,5392,1,Bf,0,1,224,2
59,5392,1,Bf,0,97,15,0
64,5392,1,Bf,0,1,333,3
65,5392,1,Bf,0,10,19,0
66,5392,1,Bf,0,3,212,2
68,5392,1,Bf,0,139,70,0
70,5392,1,Bf,0,22,20,0
72,5392,1,Bf,0,27,673,6
73,5392,1,Bf,0,10,216,2
77,5392,1,Bf,0,42,93,0
78,5392,1,Bf,0,3,83,0
81,5392,1,Bf,0,3,47,0
84,5392,1,Bf,0,6,32,0
87,5392,1,Bf,0,18,754,7
91,5392,1,Bf,0,15,589,5
17,5393,1,Bf,0,6,155,1
180,5394,1,Bf,1,7,1060,10
110,5395,1,Bf,1,8,112,1
153,5396,1,Bf,1,8,935,9
93,5397,1,Bf,1,9,708,7
160,5398,1,Bf,1,2,60,0
95,5399,1,Bf,1,1,439,4
91,5400,1,Bf,0,1,589,5
32,5401,1,Bf,0,14,1134,11
181,5402,1,Bf,1,49,382,3
32,5403,1,Bf,0,3,1134,11
87,5404,1,Bf,0,117,754,7
140,5405,1,Bf,1,19,1020,10
23,5406,1,Bf,0,187,274,2
45,5406,1,Bf,0,53,1197,11
64,5406,1,Bf,0,4,333,3
124,5407,1,Bf,1,25,228,2
171,5408,1,Bf,1,46,511,5
5,5409,1,Bf,0,2,94,0
45,5410,1,Bf,0,2,1197,11
56,5411,1,Bf,0,53,278,2
71,5412,1,Bf,0,44,61,0
79,5412,1,Bf,0,130,19,0
91,5413,1,Bf,0,161,589,5
171,5414,1,Bf,1,63,511,5
45,5415,1,Bf,0,11,1197,11
181,5416,1,Bf,1,12,382,3
154,5417,1,Bf,1,2,128,1
86,5418,1,Bf,0,315,68,0
13,5419,1,Bf,0,18,260,2
44,5420,1,Bf,0,53,99,0
105,5420,1,Bf,1,11,111,1
80,5421,1,Bf,0,7,235,2
82,5422,1,Bf,0,160,105,1
45,5423,1,Bf,0,1,1197,11
109,5424,1,Bf,1,30,192,1
169,5425,1,Bf,1,7,205,2
32,5426,1,Bf,0,94,1134,11
162,5427,1,Bf,1,33,99,0
181,5427,1,Bf,1,72,382,3
56,5428,1,Bf,0,15,278,2
140,5429,1,Bf,1,11,1020,10
93,5430,1,Bf,1,7,708,7
140,5431,1,Bf,1,1,1020,10
180,5431,1,Bf,1,7,1060,10
91,5432,1,Bf,0,19,589,5
18,5433,1,Bf,0,14,142,1
30,5434,1,Bf,0,5,43,0
126,5435,1,Bf,1,3,390,3
56,5436,1,Bf,0,23,278,2
153,5436,1,Bf,1,397,935,9
32,5437,1,Bf,0,19,1134,11
45,5438,1,Bf,0,23,1197,11
126,5439,1,Bf,1,14,390,3
32,5440,1,Bf,0,63,1134,11
87,5441,1,Bf,0,41,754,7
72,5442,1,Bf,0,56,673,6
180,5443,1,Bf,1,34,1060,10
56,5444,1,Bf,0,25,278,2
13,5445,1,Bf,0,1,260,2
138,5446,1,Bf,1,10,338,3
98,5447,1,Bf,1,12,142,1
106,5447,1,Bf,1,23,142,1
10,5448,1,Bf,0,7,232,2
140,5449,1,Bf,1,21,1020,10
72,5450,1,Bf,0,79,673,6
87,5450,3,Bf,0,54,754,7
87,5451,1,Bf,0,6,754,7
19,5452,1,Bf,0,74,38,0
91,5452,2,Bf,0,30,589,5
32,5453,1,Bf,0,103,1134,11
42,5453,2,Bf,0,19,570,5
45,5454,1,Bf,0,35,1197,11
93,5455,1,Bf,1,2,708,7
122,5455,1,Bf,1,78,167,1
138,5455,2,Bf,1,30,338,3
140,5455,2,Bf,1,25,1020,10
168,5455,1,Bf,1,87,678,6
180,5455,1,Bf,1,1,1060,10
6,5456,1,Bf,0,73,477,4
45,5456,1,Bf,0,5,1197,11
105,5457,1,Bf,1,71,111,1
116,5457,1,Bf,1,70,37,0
138,5458,1,Bf,1,20,338,3
32,5459,1,Bf,0,102,1134,11
140,5460,1,Bf,1,1,1020,10
85,5461,1,Bf,0,10,46,0
154,5461,1,Bf,1,18,128,1
155,5461,1,Bf,1,188,61,0
150,5462,1,Bf,1,201,322,3
95,5463,1,Bf,1,4,439,4
126,5463,1,Bf,1,11,390,3
148,5463,1,Bf,1,1,116,1
181,5463,1,Bf,1,79,382,3
15,5464,1,Bf,0,2,72,0
21,5464,1,Bf,0,30,84,0
113,5465,1,Bf,1,7,128,1
43,5466,1,Bf,0,12,34,0
58,5466,1,Bf,0,108,63,0
115,5466,1,Bf,1,88,217,2
122,5466,1,Bf,1,87,167,1
123,5466,1,Bf,1,1,2,0
128,5466,1,Bf,1,16,13,0
136,5466,2,Bf,1,13,84,0
139,5466,1,Bf,1,37,17,0
140,5466,1,Bf,1,289,1020,10
143,5466,1,Bf,1,59,73,0
171,5466,1,Bf,1,1,511,5
124,5467,2,Bf,1,161,228,2
150,5467,1,Bf,1,6,322,3
153,5467,1,Bf,1,38,935,9
140,5468,1,Bf,1,25,1020,10
16,5469,1,Bf,0,5,145,1
32,5470,1,Bf,0,5,1134,11
89,5470,1,Bf,0,119,265,2
87,5471,1,Bf,0,48,754,7
140,5472,1,Bf,1,5,1020,10
171,5473,1,Bf,1,87,511,5
6,5474,1,Bf,0,173,477,4
168,5475,1,Bf,1,1,678,6
32,5476,1,Bf,0,17,1134,11
6,5477,1,Bf,0,10,477,4
137,5478,1,Bf,1,15,13,0
89,5479,1,Bf,0,5,265,2
93,5480,1,Bf,1,37,708,7
142,5481,1,Bf,1,10,246,2
180,5482,1,Bf,1,151,1060,10
72,5483,1,Bf,0,123,673,6
91,5484,1,Bf,0,332,589,5
153,5484,1,Bf,1,424,935,9
171,5485,1,Bf,1,98,511,5
98,5486,1,Bf,1,16,142,1
106,5486,1,Bf,1,64,142,1
95,5487,1,Bf,1,29,439,4
126,5487,1,Bf,1,16,390,3
13,5488,1,Bf,0,115,260,2
91,5489,1,Bf,0,3,589,5
95,5490,1,Bf,1,2,439,4
107,5490,1,Bf,1,74,48,0
125,5490,1,Bf,1,7,200,2
171,5490,1,Bf,1,905,511,5
180,5490,1,Bf,1,71,1060,10
171,5491,1,Bf,1,103,511,5
32,5492,1,Bf,0,24,1134,11
43,5492,1,Bf,0,21,34,0
180,5492,1,Bf,1,161,1060,10
95,5493,1,Bf,1,16,439,4
141,5494,1,Bf,1,4,118,1
45,5495,1,Bf,0,29,1197,11
150,5496,1,Bf,1,4,322,3
181,5497,1,Bf,1,12,382,3
138,5498,1,Bf,1,13,338,3
87,5499,1,Bf,0,19,754,7
126,5500,1,Bf,1,1,390,3
138,5500,1,Bf,1,1,338,3
180,5501,1,Bf,1,13,1060,10
46,5502,1,Bf,0,2,285,2
93,5503,1,Bf,1,150,708,7
72,5504,1,Bf,0,20,673,6
138,5505,1,Bf,1,21,338,3
153,5506,1,Bf,1,59,935,9
58,5507,1,Bf,0,46,63,0
93,5507,1,Bf,1,6,708,7
115,5507,1,Bf,1,68,217,2
168,5507,1,Bf,1,6,678,6
169,5507,1,Bf,1,40,205,2
171,5507,1,Bf,1,10,511,5
180,5507,1,Bf,1,3,1060,10
42,5508,1,Bf,0,2,570,5
75,5508,1,Bf,0,1,26,0
153,5509,1,Bf,1,57,935,9
93,5510,1,Bf,1,32,708,7
6,5511,1,Bf,0,34,477,4
91,5512,1,Bf,0,2,589,5
32,5513,1,Bf,0,139,1134,11
87,5514,1,Bf,0,1,754,7
112,5515,1,Bf,1,23,89,0
126,5515,1,Bf,1,25,390,3
