news_no,user_no,user_spread_news_no_times,user_number_of_followers,following_accounts_number,fake_news,news_total_spread_no,user_total_fake_news_spread,user_total_news_spread,user_total_real_news_spread,user_total_probability_sharing_fake_news,user_total_probability_sharing_real_news
115,5141,1,10,10,1,243,1,1,0,1.0,0.0
98,5142,1,28,51,1,157,4,4,0,1.0,0.0
101,5142,1,28,51,1,32,4,4,0,1.0,0.0
106,5142,1,28,51,1,157,4,4,0,1.0,0.0
125,5142,1,28,51,1,212,4,4,0,1.0,0.0
181,5143,1,28,11,1,412,1,1,0,1.0,0.0
171,5144,1,5,2,1,648,1,1,0,1.0,0.0
2,5145,1,20,17,0,64,0,2,2,0.0,1.0
86,5145,1,20,17,0,72,0,2,2,0.0,1.0
138,5146,1,36,33,1,385,1,1,0,1.0,0.0
95,5147,1,482,423,1,552,2,2,0,1.0,0.0
160,5147,1,482,423,1,62,2,2,0,1.0,0.0
89,5148,1,36,24,0,289,0,1,1,0.0,1.0
6,5149,1,11,6,0,521,0,1,1,0.0,1.0
6,5150,1,23,1,0,521,0,1,1,0.0,1.0
23,5151,1,15,3,0,284,0,2,2,0.0,1.0
64,5151,1,15,3,0,356,0,2,2,0.0,1.0
42,5152,1,5,0,0,735,0,1,1,0.0,1.0
148,5153,1,5,1,1,127,3,3,0,1.0,0.0
180,5153,1,5,1,1,1214,3,3,0,1.0,0.0
181,5153,1,5,1,1,412,3,3,0,1.0,0.0
171,5154,1,14,1,1,648,1,1,0,1.0,0.0
112,5155,1,2,1,1,89,2,2,0,1.0,0.0
171,5155,1,2,1,1,648,2,2,0,1.0,0.0
6,5156,1,1,0,0,521,0,1,1,0.0,1.0
98,5157,1,80,73,1,157,2,2,0,1.0,0.0
106,5157,1,80,73,1,157,2,2,0,1.0,0.0
91,5158,1,10,0,0,627,0,1,1,0.0,1.0
46,5159,1,3,4,0,315,0,1,1,0.0,1.0
153,5160,1,25,16,1,957,1,1,0,1.0,0.0
125,5161,1,179,171,1,212,1,1,0,1.0,0.0
153,5162,1,15,17,1,957,1,1,0,1.0,0.0
87,5163,1,87,74,0,823,0,1,1,0.0,1.0
56,5164,1,51,8,0,306,0,1,1,0.0,1.0
64,5165,1,41,15,0,356,0,1,1,0.0,1.0
18,5166,1,7,6,0,148,0,3,3,0.0,1.0
19,5166,1,7,6,0,41,0,3,3,0.0,1.0
89,5166,1,7,6,0,289,0,3,3,0.0,1.0
140,5167,1,17,2,1,1193,3,3,0,1.0,0.0
148,5167,1,17,2,1,127,3,3,0,1.0,0.0
181,5167,1,17,2,1,412,3,3,0,1.0,0.0
95,5168,1,65,68,1,552,1,1,0,1.0,0.0
17,5169,1,6,0,0,188,0,1,1,0.0,1.0
122,5170,1,6,2,1,184,4,4,0,1.0,0.0
126,5170,1,6,2,1,440,4,4,0,1.0,0.0
141,5170,1,6,2,1,128,4,4,0,1.0,0.0
142,5170,1,6,2,1,271,4,4,0,1.0,0.0
169,5171,1,7,9,1,219,1,1,0,1.0,0.0
46,5172,1,56,10,0,315,0,1,1,0.0,1.0
181,5173,1,55,50,1,412,1,1,0,1.0,0.0
98,5174,1,40,24,1,157,3,3,0,1.0,0.0
106,5174,1,40,24,1,157,3,3,0,1.0,0.0
171,5174,1,40,24,1,648,3,3,0,1.0,0.0
42,5175,1,5,0,0,735,1,2,1,0.5,0.5
171,5175,1,5,0,1,648,1,2,1,0.5,0.5
72,5176,1,38,13,0,734,0,1,1,0.0,1.0
78,5177,1,58,61,0,90,3,5,2,0.6,0.4
89,5177,1,58,61,0,289,3,5,2,0.6,0.4
171,5177,3,58,61,1,648,3,5,2,0.6,0.4
110,5178,1,10,12,1,128,2,2,0,1.0,0.0
126,5178,1,10,12,1,440,2,2,0,1.0,0.0
140,5179,1,28,2,1,1193,1,1,0,1.0,0.0
105,5180,1,9,1,1,119,3,3,0,1.0,0.0
177,5180,1,9,1,1,25,3,3,0,1.0,0.0
181,5180,1,9,1,1,412,3,3,0,1.0,0.0
116,5181,1,24,1,1,40,1,1,0,1.0,0.0
56,5182,1,18,0,0,306,0,1,1,0.0,1.0
87,5183,1,69,46,0,823,0,1,1,0.0,1.0
45,5184,1,2,2,0,1396,0,1,1,0.0,1.0
180,5185,1,111,65,1,1214,2,2,0,1.0,0.0
181,5185,1,111,65,1,412,2,2,0,1.0,0.0
46,5186,1,16,4,0,315,0,1,1,0.0,1.0
91,5187,1,2,1,0,627,0,1,1,0.0,1.0
181,5188,1,1,0,1,412,1,1,0,1.0,0.0
138,5189,1,14,0,1,385,1,1,0,1.0,0.0
152,5190,1,139,133,1,36,1,1,0,1.0,0.0
168,5191,1,15,25,1,744,1,1,0,1.0,0.0
142,5192,1,63,13,1,271,2,2,0,1.0,0.0
181,5192,1,63,13,1,412,2,2,0,1.0,0.0
138,5193,1,114,113,1,385,1,1,0,1.0,0.0
43,5194,1,43,15,0,37,16,18,2,0.89,0.11
72,5194,1,43,15,0,734,16,18,2,0.89,0.11
93,5194,1,43,15,1,840,16,18,2,0.89,0.11
100,5194,1,43,15,1,138,16,18,2,0.89,0.11
104,5194,1,43,15,1,47,16,18,2,0.89,0.11
108,5194,1,43,15,1,17,16,18,2,0.89,0.11
110,5194,1,43,15,1,128,16,18,2,0.89,0.11
113,5194,1,43,15,1,136,16,18,2,0.89,0.11
120,5194,1,43,15,1,52,16,18,2,0.89,0.11
122,5194,1,43,15,1,184,16,18,2,0.89,0.11
125,5194,1,43,15,1,212,16,18,2,0.89,0.11
130,5194,1,43,15,1,47,16,18,2,0.89,0.11
136,5194,1,43,15,1,91,16,18,2,0.89,0.11
141,5194,1,43,15,1,128,16,18,2,0.89,0.11
144,5194,1,43,15,1,52,16,18,2,0.89,0.11
168,5194,1,43,15,1,744,16,18,2,0.89,0.11
169,5194,1,43,15,1,219,16,18,2,0.89,0.11
180,5194,1,43,15,1,1214,16,18,2,0.89,0.11
81,5195,1,61,60,0,52,0,1,1,0.0,1.0
32,5196,1,164,141,0,1228,0,1,1,0.0,1.0
12,5197,1,6,5,0,20,0,1,1,0.0,1.0
72,5198,2,5,1,0,734,4,6,2,0.67,0.33
124,5198,1,5,1,1,248,4,6,2,0.67,0.33
150,5198,1,5,1,1,337,4,6,2,0.67,0.33
151,5198,1,5,1,1,164,4,6,2,0.67,0.33
155,5198,1,5,1,1,65,4,6,2,0.67,0.33
142,5199,1,83,96,1,271,1,1,0,1.0,0.0
120,5200,1,2,2,1,52,5,5,0,1.0,0.0
140,5200,2,2,2,1,1193,5,5,0,1.0,0.0
144,5200,1,2,2,1,52,5,5,0,1.0,0.0
148,5200,1,2,2,1,127,5,5,0,1.0,0.0
66,5201,1,71,49,0,221,0,1,1,0.0,1.0
150,5202,1,110,73,1,337,1,1,0,1.0,0.0
56,5203,1,2,1,0,306,0,1,1,0.0,1.0
113,5204,1,177,176,1,136,3,3,0,1.0,0.0
171,5204,2,177,176,1,648,3,3,0,1.0,0.0
142,5205,1,111,85,1,271,1,1,0,1.0,0.0
140,5206,1,22,1342,1,1193,1,1,0,1.0,0.0
93,5207,1,98,32,1,840,1,1,0,1.0,0.0
89,5208,2,22,7,0,289,0,2,2,0.0,1.0
91,5209,1,1,0,0,627,0,1,1,0.0,1.0
32,5210,3,3,0,0,1228,0,3,3,0.0,1.0
39,5211,1,1,1,0,4,1,3,2,0.33,0.67
72,5211,1,1,1,0,734,1,3,2,0.33,0.67
153,5211,1,1,1,1,957,1,3,2,0.33,0.67
87,5212,1,1,1,0,823,0,1,1,0.0,1.0
42,5213,1,1,0,0,735,0,1,1,0.0,1.0
141,5214,1,55,35,1,128,1,1,0,1.0,0.0
153,5215,1,16,21,1,957,1,1,0,1.0,0.0
80,5216,1,39,1,0,253,0,1,1,0.0,1.0
87,5217,1,4,0,0,823,0,1,1,0.0,1.0
168,5218,1,1,1,1,744,1,1,0,1.0,0.0
32,5219,1,20,18,0,1228,0,1,1,0.0,1.0
23,5220,1,57,20,0,284,0,4,4,0.0,1.0
45,5220,1,57,20,0,1396,0,4,4,0.0,1.0
48,5220,1,57,20,0,49,0,4,4,0.0,1.0
85,5220,1,57,20,0,49,0,4,4,0.0,1.0
3,5221,1,11,6,0,59,0,1,1,0.0,1.0
154,5222,1,56,53,1,135,1,1,0,1.0,0.0
45,5223,1,91,61,0,1396,0,1,1,0.0,1.0
91,5224,1,95,92,0,627,0,1,1,0.0,1.0
125,5225,1,8,0,1,212,1,1,0,1.0,0.0
45,5226,1,1,1,0,1396,0,1,1,0.0,1.0
52,5227,1,10,0,0,37,0,1,1,0.0,1.0
150,5228,1,2,0,1,337,1,1,0,1.0,0.0
91,5229,1,29,11,0,627,17,18,1,0.94,0.06
93,5229,2,29,11,1,840,17,18,1,0.94,0.06
109,5229,1,29,11,1,205,17,18,1,0.94,0.06
115,5229,1,29,11,1,243,17,18,1,0.94,0.06
126,5229,1,29,11,1,440,17,18,1,0.94,0.06
140,5229,1,29,11,1,1193,17,18,1,0.94,0.06
142,5229,1,29,11,1,271,17,18,1,0.94,0.06
148,5229,3,29,11,1,127,17,18,1,0.94,0.06
171,5229,3,29,11,1,648,17,18,1,0.94,0.06
180,5229,2,29,11,1,1214,17,18,1,0.94,0.06
181,5229,2,29,11,1,412,17,18,1,0.94,0.06
72,5230,1,98,91,0,734,0,1,1,0.0,1.0
140,5231,1,7,8,1,1193,1,1,0,1.0,0.0
42,5232,1,7,0,0,735,0,1,1,0.0,1.0
127,5233,1,1,0,1,379,1,1,0,1.0,0.0
171,5234,1,6,0,1,648,1,1,0,1.0,0.0
180,5235,1,26,0,1,1214,1,1,0,1.0,0.0
96,5236,1,71,61,1,47,1,1,0,1.0,0.0
127,5237,1,43,13,1,379,1,1,0,1.0,0.0
150,5238,1,29,9,1,337,1,1,0,1.0,0.0
91,5239,1,99,104,0,627,0,1,1,0.0,1.0
93,5240,1,61,4,1,840,6,6,0,1.0,0.0
98,5240,1,61,4,1,157,6,6,0,1.0,0.0
106,5240,1,61,4,1,157,6,6,0,1.0,0.0
109,5240,1,61,4,1,205,6,6,0,1.0,0.0
180,5240,2,61,4,1,1214,6,6,0,1.0,0.0
100,5241,1,3,0,1,138,2,2,0,1.0,0.0
125,5241,1,3,0,1,212,2,2,0,1.0,0.0
171,5242,1,4,0,1,648,1,1,0,1.0,0.0
168,5243,1,101,55,1,744,1,1,0,1.0,0.0
127,5244,1,128,84,1,379,1,1,0,1.0,0.0
95,5245,1,150,118,1,552,6,6,0,1.0,0.0
105,5245,1,150,118,1,119,6,6,0,1.0,0.0
109,5245,1,150,118,1,205,6,6,0,1.0,0.0
125,5245,1,150,118,1,212,6,6,0,1.0,0.0
126,5245,1,150,118,1,440,6,6,0,1.0,0.0
138,5245,1,150,118,1,385,6,6,0,1.0,0.0
72,5246,1,67,53,0,734,0,1,1,0.0,1.0
16,5247,1,13,3,0,147,0,1,1,0.0,1.0
124,5248,1,11,6,1,248,1,1,0,1.0,0.0
2,5249,1,6,10,0,64,0,16,16,0.0,1.0
3,5249,1,6,10,0,59,0,16,16,0.0,1.0
5,5249,1,6,10,0,100,0,16,16,0.0,1.0
6,5249,1,6,10,0,521,0,16,16,0.0,1.0
7,5249,1,6,10,0,87,0,16,16,0.0,1.0
23,5249,1,6,10,0,284,0,16,16,0.0,1.0
25,5249,1,6,10,0,13,0,16,16,0.0,1.0
41,5249,1,6,10,0,119,0,16,16,0.0,1.0
44,5249,1,6,10,0,112,0,16,16,0.0,1.0
46,5249,1,6,10,0,315,0,16,16,0.0,1.0
49,5249,1,6,10,0,13,0,16,16,0.0,1.0
55,5249,1,6,10,0,50,0,16,16,0.0,1.0
62,5249,1,6,10,0,19,0,16,16,0.0,1.0
66,5249,1,6,10,0,221,0,16,16,0.0,1.0
84,5249,1,6,10,0,32,0,16,16,0.0,1.0
87,5249,1,6,10,0,823,0,16,16,0.0,1.0
168,5250,1,12,3,1,744,1,1,0,1.0,0.0
10,5251,1,3,0,0,262,0,1,1,0.0,1.0
87,5252,1,14,4,0,823,0,1,1,0.0,1.0
32,5253,1,20,5,0,1228,1,2,1,0.5,0.5
112,5253,1,20,5,1,89,1,2,1,0.5,0.5
32,5254,1,12,9,0,1228,0,1,1,0.0,1.0
180,5255,1,12,3,1,1214,1,1,0,1.0,0.0
168,5256,1,42,2,1,744,1,1,0,1.0,0.0
181,5257,1,26,2,1,412,1,1,0,1.0,0.0
89,5258,1,43,18,0,289,0,1,1,0.0,1.0
16,5259,1,2,1,0,147,0,1,1,0.0,1.0
153,5260,1,58,58,1,957,1,1,0,1.0,0.0
6,5261,1,33,2246,0,521,0,1,1,0.0,1.0
45,5262,1,3,0,0,1396,1,2,1,0.5,0.5
95,5262,1,3,0,1,552,1,2,1,0.5,0.5
80,5263,1,117,54,0,253,0,1,1,0.0,1.0
137,5264,1,3,3,1,17,1,1,0,1.0,0.0
169,5265,1,77,10,1,219,1,1,0,1.0,0.0
140,5266,1,145,57,1,1193,2,2,0,1.0,0.0
168,5266,1,145,57,1,744,2,2,0,1.0,0.0
9,5267,1,85,115,0,95,0,1,1,0.0,1.0
42,5268,1,22,1595,0,735,0,1,1,0.0,1.0
124,5269,1,92,66,1,248,1,1,0,1.0,0.0
180,5270,1,84,56,1,1214,1,1,0,1.0,0.0
6,5271,1,27,4,0,521,0,1,1,0.0,1.0
127,5272,1,3,1,1,379,1,1,0,1.0,0.0
180,5273,2,10,6,1,1214,2,2,0,1.0,0.0
13,5274,1,131,100,0,273,0,1,1,0.0,1.0
32,5275,1,1,0,0,1228,0,1,1,0.0,1.0
32,5276,1,8,3,0,1228,0,1,1,0.0,1.0
173,5277,1,41,20,1,47,1,1,0,1.0,0.0
72,5278,1,7,3,0,734,0,1,1,0.0,1.0
169,5279,1,2,1,1,219,1,1,0,1.0,0.0
180,5280,1,85,77,1,1214,1,1,0,1.0,0.0
112,5281,1,16,0,1,89,1,1,0,1.0,0.0
23,5282,1,65,33,0,284,0,6,6,0.0,1.0
45,5282,1,65,33,0,1396,0,6,6,0.0,1.0
57,5282,1,65,33,0,232,0,6,6,0.0,1.0
64,5282,1,65,33,0,356,0,6,6,0.0,1.0
66,5282,1,65,33,0,221,0,6,6,0.0,1.0
73,5282,1,65,33,0,234,0,6,6,0.0,1.0
19,5283,1,0,14,0,41,0,1,1,0.0,1.0
32,5284,1,10,7,0,1228,0,2,2,0.0,1.0
89,5284,1,10,7,0,289,0,2,2,0.0,1.0
45,5285,1,9,2,0,1396,0,1,1,0.0,1.0
13,5286,1,27,4,0,273,0,1,1,0.0,1.0
82,5287,1,2,1,0,108,0,1,1,0.0,1.0
151,5288,1,163,148,1,164,1,1,0,1.0,0.0
6,5289,1,89,66,0,521,0,1,1,0.0,1.0
32,5290,1,65,34,0,1228,0,1,1,0.0,1.0
93,5291,1,24,21,1,840,1,1,0,1.0,0.0
10,5292,1,53,57,0,262,0,1,1,0.0,1.0
140,5293,1,108,67,1,1193,1,1,0,1.0,0.0
151,5294,1,151,137,1,164,1,1,0,1.0,0.0
127,5295,1,11,10,1,379,1,1,0,1.0,0.0
72,5296,1,43,36,0,734,0,1,1,0.0,1.0
151,5297,1,12,3,1,164,2,2,0,1.0,0.0
153,5297,1,12,3,1,957,2,2,0,1.0,0.0
13,5298,1,21,7,0,273,0,1,1,0.0,1.0
34,5299,1,12,12,0,90,0,4,4,0.0,1.0
50,5299,1,12,12,0,71,0,4,4,0.0,1.0
75,5299,1,12,12,0,30,0,4,4,0.0,1.0
82,5299,1,12,12,0,108,0,4,4,0.0,1.0
31,5300,1,29,1,0,59,0,3,3,0.0,1.0
42,5300,1,29,1,0,735,0,3,3,0.0,1.0
72,5300,1,29,1,0,734,0,3,3,0.0,1.0
72,5301,1,16,16,0,734,1,2,1,0.5,0.5
125,5301,1,16,16,1,212,1,2,1,0.5,0.5
150,5302,1,16,6,1,337,1,1,0,1.0,0.0
154,5303,1,81,63,1,135,1,1,0,1.0,0.0
13,5304,1,2,0,0,273,0,1,1,0.0,1.0
13,5305,1,25,2,0,273,0,1,1,0.0,1.0
126,5306,1,0,10,1,440,1,1,0,1.0,0.0
72,5307,1,9,5,0,734,0,1,1,0.0,1.0
180,5308,1,32,2,1,1214,1,1,0,1.0,0.0
45,5309,1,2,1,0,1396,0,1,1,0.0,1.0
153,5310,1,76,38,1,957,1,1,0,1.0,0.0
72,5311,1,116,118,0,734,0,1,1,0.0,1.0
57,5312,1,13,0,0,232,1,2,1,0.5,0.5
153,5312,1,13,0,1,957,1,2,1,0.5,0.5
6,5313,1,3,0,0,521,0,1,1,0.0,1.0
6,5314,1,77,60,0,521,0,1,1,0.0,1.0
93,5315,1,2,1,1,840,3,3,0,1.0,0.0
140,5315,1,2,1,1,1193,3,3,0,1.0,0.0
171,5315,1,2,1,1,648,3,3,0,1.0,0.0
45,5316,1,5,1,0,1396,0,1,1,0.0,1.0
42,5317,1,4,5,0,735,0,1,1,0.0,1.0
13,5318,1,134,131,0,273,0,1,1,0.0,1.0
45,5319,1,2,1,0,1396,0,1,1,0.0,1.0
1,5320,1,110,37,0,13,4,5,1,0.8,0.2
94,5320,1,110,37,1,8,4,5,1,0.8,0.2
110,5320,1,110,37,1,128,4,5,1,0.8,0.2
162,5320,1,110,37,1,101,4,5,1,0.8,0.2
171,5320,1,110,37,1,648,4,5,1,0.8,0.2
140,5321,1,13,3,1,1193,1,1,0,1.0,0.0
105,5322,1,27,1,1,119,7,7,0,1.0,0.0
115,5322,1,27,1,1,243,7,7,0,1.0,0.0
169,5322,1,27,1,1,219,7,7,0,1.0,0.0
171,5322,4,27,1,1,648,7,7,0,1.0,0.0
87,5323,1,55,67,0,823,0,1,1,0.0,1.0
87,5324,1,11,2,0,823,0,1,1,0.0,1.0
153,5325,1,2,3,1,957,1,1,0,1.0,0.0
154,5326,1,62,41,1,135,1,1,0,1.0,0.0
140,5327,1,26,4,1,1193,1,1,0,1.0,0.0
2,5328,2,5,27,0,64,0,11,11,0.0,1.0
3,5328,1,5,27,0,59,0,11,11,0.0,1.0
5,5328,1,5,27,0,100,0,11,11,0.0,1.0
23,5328,2,5,27,0,284,0,11,11,0.0,1.0
46,5328,1,5,27,0,315,0,11,11,0.0,1.0
57,5328,1,5,27,0,232,0,11,11,0.0,1.0
72,5328,1,5,27,0,734,0,11,11,0.0,1.0
81,5328,1,5,27,0,52,0,11,11,0.0,1.0
86,5328,1,5,27,0,72,0,11,11,0.0,1.0
150,5329,1,32,26,1,337,2,2,0,1.0,0.0
151,5329,1,32,26,1,164,2,2,0,1.0,0.0
168,5330,1,33,25,1,744,1,1,0,1.0,0.0
150,5331,1,41,1,1,337,1,1,0,1.0,0.0
57,5332,1,15,2,0,232,0,1,1,0.0,1.0
72,5333,1,2,0,0,734,0,1,1,0.0,1.0
5,5334,1,86,81,0,100,0,2,2,0.0,1.0
44,5334,1,86,81,0,112,0,2,2,0.0,1.0
171,5335,2,98,85,1,648,2,2,0,1.0,0.0
115,5336,1,270,244,1,243,1,1,0,1.0,0.0
95,5337,1,178,188,1,552,1,1,0,1.0,0.0
140,5338,1,100,49,1,1193,1,1,0,1.0,0.0
42,5339,1,1,1,0,735,0,1,1,0.0,1.0
89,5340,1,97,88,0,289,0,1,1,0.0,1.0
93,5341,1,183,126,1,840,8,8,0,1.0,0.0
95,5341,2,183,126,1,552,8,8,0,1.0,0.0
121,5341,1,183,126,1,87,8,8,0,1.0,0.0
126,5341,1,183,126,1,440,8,8,0,1.0,0.0
138,5341,1,183,126,1,385,8,8,0,1.0,0.0
169,5341,1,183,126,1,219,8,8,0,1.0,0.0
175,5341,1,183,126,1,42,8,8,0,1.0,0.0
45,5342,1,79,87,0,1396,0,1,1,0.0,1.0
2,5343,1,60,3,0,64,0,6,6,0.0,1.0
5,5343,1,60,3,0,100,0,6,6,0.0,1.0
23,5343,1,60,3,0,284,0,6,6,0.0,1.0
42,5343,1,60,3,0,735,0,6,6,0.0,1.0
71,5343,1,60,3,0,64,0,6,6,0.0,1.0
73,5343,1,60,3,0,234,0,6,6,0.0,1.0
146,5344,1,43,15,1,75,2,2,0,1.0,0.0
153,5344,1,43,15,1,957,2,2,0,1.0,0.0
89,5345,1,8,7,0,289,0,1,1,0.0,1.0
121,5346,2,92,73,1,87,7,7,0,1.0,0.0
122,5346,1,92,73,1,184,7,7,0,1.0,0.0
128,5346,2,92,73,1,14,7,7,0,1.0,0.0
129,5346,1,92,73,1,4,7,7,0,1.0,0.0
142,5346,1,92,73,1,271,7,7,0,1.0,0.0
32,5347,1,3,0,0,1228,0,1,1,0.0,1.0
38,5348,1,2,1,0,33,0,1,1,0.0,1.0
136,5349,1,12,1,1,91,1,1,0,1.0,0.0
44,5350,1,1,0,0,112,0,1,1,0.0,1.0
87,5351,1,4,0,0,823,0,1,1,0.0,1.0
153,5352,1,135,142,1,957,1,1,0,1.0,0.0
180,5353,1,13,4,1,1214,1,1,0,1.0,0.0
109,5354,1,2,0,1,205,1,1,0,1.0,0.0
93,5355,1,85,78,1,840,1,1,0,1.0,0.0
46,5356,2,59,45,0,315,0,2,2,0.0,1.0
56,5357,1,1,0,0,306,0,1,1,0.0,1.0
10,5358,1,2,0,0,262,0,1,1,0.0,1.0
109,5359,1,9,1,1,205,1,1,0,1.0,0.0
32,5360,1,59,56,0,1228,0,1,1,0.0,1.0
171,5361,1,69,17,1,648,1,1,0,1.0,0.0
180,5362,1,6,1,1,1214,1,1,0,1.0,0.0
127,5363,1,101,62,1,379,1,1,0,1.0,0.0
140,5364,1,73,31,1,1193,1,1,0,1.0,0.0
141,5365,1,157,150,1,128,1,1,0,1.0,0.0
162,5366,1,21,20,1,101,1,1,0,1.0,0.0
91,5367,1,14,1,0,627,0,1,1,0.0,1.0
17,5368,1,24,0,0,188,0,3,3,0.0,1.0
50,5368,1,24,0,0,71,0,3,3,0.0,1.0
89,5368,1,24,0,0,289,0,3,3,0.0,1.0
140,5369,1,11,1,1,1193,1,1,0,1.0,0.0
18,5370,1,7,0,0,148,0,1,1,0.0,1.0
140,5371,1,2,4,1,1193,1,1,0,1.0,0.0
153,5372,1,7,0,1,957,1,1,0,1.0,0.0
115,5373,2,7,0,1,243,3,3,0,1.0,0.0
140,5373,1,7,0,1,1193,3,3,0,1.0,0.0
124,5374,1,2,2,1,248,1,1,0,1.0,0.0
45,5375,1,7,1,0,1396,0,1,1,0.0,1.0
6,5376,1,7,6,0,521,0,1,1,0.0,1.0
91,5377,1,19,5,0,627,0,1,1,0.0,1.0
10,5378,1,52,9,0,262,0,3,3,0.0,1.0
40,5378,1,52,9,0,12,0,3,3,0.0,1.0
72,5378,1,52,9,0,734,0,3,3,0.0,1.0
87,5379,1,42,1,0,823,0,1,1,0.0,1.0
142,5380,1,1,0,1,271,1,1,0,1.0,0.0
140,5381,1,82,79,1,1193,1,1,0,1.0,0.0
181,5382,1,1,26,1,412,1,1,0,1.0,0.0
180,5383,1,67,63,1,1214,1,1,0,1.0,0.0
45,5384,1,21,73,0,1396,0,1,1,0.0,1.0
107,5385,1,1229,1086,1,54,2,2,0,1.0,0.0
126,5385,1,1229,1086,1,440,2,2,0,1.0,0.0
13,5386,1,20,4,0,273,0,1,1,0.0,1.0
23,5387,1,19,17,0,284,0,3,3,0.0,1.0
45,5387,1,19,17,0,1396,0,3,3,0.0,1.0
64,5387,1,19,17,0,356,0,3,3,0.0,1.0
109,5388,1,7,2,1,205,1,1,0,1.0,0.0
140,5389,1,113,99,1,1193,1,1,0,1.0,0.0
48,5390,1,8,14,0,49,0,1,1,0.0,1.0
151,5391,1,3,0,1,164,1,1,0,1.0,0.0
6,5392,1,59,43,0,521,0,33,33,0.0,1.0
10,5392,1,59,43,0,262,0,33,33,0.0,1.0
15,5392,1,59,43,0,83,0,33,33,0.0,1.0
18,5392,1,59,43,0,148,0,33,33,0.0,1.0
19,5392,1,59,43,0,41,0,33,33,0.0,1.0
20,5392,1,59,43,0,20,0,33,33,0.0,1.0
21,5392,1,59,43,0,94,0,33,33,0.0,1.0
23,5392,1,59,43,0,284,0,33,33,0.0,1.0
27,5392,1,59,43,0,24,0,33,33,0.0,1.0
29,5392,1,59,43,0,46,0,33,33,0.0,1.0
30,5392,1,59,43,0,44,0,33,33,0.0,1.0
31,5392,1,59,43,0,59,0,33,33,0.0,1.0
41,5392,1,59,43,0,119,0,33,33,0.0,1.0
42,5392,2,59,43,0,735,0,33,33,0.0,1.0
45,5392,1,59,43,0,1396,0,33,33,0.0,1.0
46,5392,1,59,43,0,315,0,33,33,0.0,1.0
55,5392,1,59,43,0,50,0,33,33,0.0,1.0
57,5392,1,59,43,0,232,0,33,33,0.0,1.0
59,5392,1,59,43,0,16,0,33,33,0.0,1.0
64,5392,1,59,43,0,356,0,33,33,0.0,1.0
65,5392,1,59,43,0,19,0,33,33,0.0,1.0
66,5392,1,59,43,0,221,0,33,33,0.0,1.0
68,5392,1,59,43,0,80,0,33,33,0.0,1.0
70,5392,1,59,43,0,21,0,33,33,0.0,1.0
72,5392,1,59,43,0,734,0,33,33,0.0,1.0
73,5392,1,59,43,0,234,0,33,33,0.0,1.0
77,5392,1,59,43,0,98,0,33,33,0.0,1.0
78,5392,1,59,43,0,90,0,33,33,0.0,1.0
81,5392,1,59,43,0,52,0,33,33,0.0,1.0
84,5392,1,59,43,0,32,0,33,33,0.0,1.0
87,5392,1,59,43,0,823,0,33,33,0.0,1.0
91,5392,1,59,43,0,627,0,33,33,0.0,1.0
17,5393,1,1,4,0,188,0,1,1,0.0,1.0
180,5394,1,2,1,1,1214,1,1,0,1.0,0.0
110,5395,1,33,17,1,128,1,1,0,1.0,0.0
153,5396,1,4,0,1,957,1,1,0,1.0,0.0
93,5397,1,16,4,1,840,1,1,0,1.0,0.0
160,5398,1,7,2,1,62,1,1,0,1.0,0.0
95,5399,1,9,2,1,552,1,1,0,1.0,0.0
91,5400,1,5,0,0,627,0,1,1,0.0,1.0
32,5401,1,234,240,0,1228,0,1,1,0.0,1.0
181,5402,1,173,190,1,412,1,1,0,1.0,0.0
32,5403,1,2,0,0,1228,0,1,1,0.0,1.0
87,5404,1,7,5,0,823,0,1,1,0.0,1.0
140,5405,1,18,1,1,1193,1,1,0,1.0,0.0
23,5406,1,149,198,0,284,0,3,3,0.0,1.0
45,5406,1,149,198,0,1396,0,3,3,0.0,1.0
64,5406,1,149,198,0,356,0,3,3,0.0,1.0
124,5407,1,60,58,1,248,1,1,0,1.0,0.0
171,5408,1,10,0,1,648,1,1,0,1.0,0.0
5,5409,1,2,3,0,100,0,1,1,0.0,1.0
45,5410,1,3,0,0,1396,0,1,1,0.0,1.0
56,5411,1,64,39,0,306,0,1,1,0.0,1.0
71,5412,1,2,23,0,64,0,2,2,0.0,1.0
79,5412,1,2,23,0,20,0,2,2,0.0,1.0
91,5413,1,5,3,0,627,0,1,1,0.0,1.0
171,5414,1,9,3,1,648,1,1,0,1.0,0.0
45,5415,1,126,105,0,1396,0,1,1,0.0,1.0
181,5416,1,1,0,1,412,1,1,0,1.0,0.0
154,5417,1,43,5,1,135,1,1,0,1.0,0.0
86,5418,1,4,4,0,72,0,1,1,0.0,1.0
13,5419,1,59,61,0,273,0,1,1,0.0,1.0
44,5420,1,2,0,0,112,1,2,1,0.5,0.5
105,5420,1,2,0,1,119,1,2,1,0.5,0.5
80,5421,1,14,0,0,253,0,1,1,0.0,1.0
82,5422,1,63,59,0,108,0,1,1,0.0,1.0
45,5423,1,3,13,0,1396,0,1,1,0.0,1.0
109,5424,1,2,1,1,205,1,1,0,1.0,0.0
169,5425,1,1,1,1,219,1,1,0,1.0,0.0
32,5426,1,11,3,0,1228,0,1,1,0.0,1.0
162,5427,1,7,0,1,101,2,2,0,1.0,0.0
181,5427,1,7,0,1,412,2,2,0,1.0,0.0
56,5428,1,4,1,0,306,0,1,1,0.0,1.0
